frame,time_sec,student_name,behavior,confidence,duration_sec
15,0.5,Haider,looking_board,0.817,0.5
15,0.5,Hashim,looking_board,0.646,0.5
15,0.5,Hassan,reading,0.624,0.5
15,0.5,Muneeb,looking_away,0.271,0.5
15,0.5,Yasir,mobile_use,0.256,0.5
16,0.53,Haider,looking_board,0.815,0.5
16,0.53,Hashim,looking_board,0.69,0.5
16,0.53,Hassan,reading,0.542,0.5
16,0.53,Hashim,looking_board,0.291,0.5
16,0.53,Muneeb,looking_away,0.269,0.5
16,0.53,Yasir,mobile_use,0.252,0.5
17,0.57,Haider,looking_board,0.811,0.6
17,0.57,Hassan,reading,0.448,0.6
17,0.57,Hashim,looking_board,0.344,0.6
17,0.57,Hashim,looking_board,0.297,0.6
17,0.57,Hassan,reading,0.259,0.6
18,0.6,Haider,looking_board,0.81,0.6
18,0.6,Hassan,reading,0.431,0.6
18,0.6,Hashim,looking_board,0.374,0.6
18,0.6,Hassan,reading,0.283,0.6
18,0.6,Muneeb,looking_away,0.276,0.6
19,0.63,Haider,looking_board,0.817,0.6
19,0.63,Hashim,looking_board,0.725,0.6
19,0.63,Hassan,reading,0.447,0.6
19,0.63,Hashim,looking_board,0.349,0.6
19,0.63,Yasir,mobile_use,0.277,0.6
20,0.67,Haider,looking_board,0.82,0.7
20,0.67,Hashim,looking_board,0.795,0.7
20,0.67,Hassan,reading,0.424,0.7
20,0.67,Hashim,looking_board,0.336,0.7
21,0.7,Haider,looking_board,0.851,0.7
21,0.7,Hassan,reading,0.45,0.7
21,0.7,Hashim,looking_board,0.375,0.7
21,0.7,Hashim,looking_board,0.36,0.7
22,0.73,Haider,looking_board,0.845,0.7
22,0.73,Hassan,reading,0.412,0.7
22,0.73,Hashim,looking_board,0.363,0.7
22,0.73,Hashim,looking_board,0.298,0.7
22,0.73,Hassan,looking_away,0.283,0.7
23,0.77,Haider,looking_board,0.851,0.8
23,0.77,Hassan,looking_away,0.409,0.8
23,0.77,Hashim,looking_board,0.279,0.8
23,0.77,Yasir,mobile_use,0.27,0.8
23,0.77,Muneeb,looking_away,0.268,0.8
24,0.8,Haider,looking_board,0.801,0.8
24,0.8,Hassan,looking_away,0.505,0.8
24,0.8,Hashim,looking_board,0.344,0.8
24,0.8,Muneeb,looking_away,0.34,0.8
24,0.8,Hassan,looking_away,0.329,0.8
24,0.8,Hashim,looking_board,0.269,0.8
24,0.8,Yasir,mobile_use,0.263,0.8
25,0.83,Haider,looking_board,0.795,0.8
25,0.83,Hassan,looking_away,0.547,0.8
25,0.83,Hashim,looking_board,0.427,0.8
25,0.83,Hassan,looking_away,0.373,0.8
25,0.83,Yasir,mobile_use,0.287,0.8
25,0.83,Muneeb,looking_away,0.281,0.8
25,0.83,Yasir,mobile_use,0.278,0.8
25,0.83,Hashim,looking_board,0.254,0.8
26,0.87,Haider,looking_board,0.764,0.9
26,0.87,Hassan,looking_away,0.47,0.9
26,0.87,Hassan,looking_away,0.465,0.9
26,0.87,Hashim,looking_board,0.434,0.9
26,0.87,Muneeb,looking_away,0.389,0.9
26,0.87,Yasir,mobile_use,0.33,0.9
26,0.87,Hashim,looking_board,0.273,0.9
27,0.9,Haider,looking_board,0.728,0.9
27,0.9,Hassan,looking_away,0.498,0.9
27,0.9,Hashim,looking_board,0.479,0.9
27,0.9,Hassan,looking_away,0.415,0.9
27,0.9,Yasir,mobile_use,0.391,0.9
27,0.9,Muneeb,looking_away,0.326,0.9
27,0.9,Yasir,mobile_use,0.254,0.9
28,0.93,Haider,looking_board,0.71,0.9
28,0.93,Hassan,looking_away,0.468,0.9
28,0.93,Hassan,looking_away,0.458,0.9
28,0.93,Hashim,looking_board,0.43,0.9
28,0.93,Yasir,mobile_use,0.373,0.9
28,0.93,Yasir,mobile_use,0.306,0.9
28,0.93,Muneeb,looking_away,0.254,0.9
29,0.97,Haider,looking_board,0.73,1.0
29,0.97,Hassan,looking_away,0.514,1.0
29,0.97,Hassan,looking_away,0.396,1.0
29,0.97,Yasir,mobile_use,0.392,1.0
29,0.97,Hashim,looking_board,0.386,1.0
30,1.0,Haider,looking_board,0.748,1.0
30,1.0,Hassan,looking_away,0.548,1.0
30,1.0,Yasir,mobile_use,0.435,1.0
30,1.0,Hashim,looking_board,0.362,1.0
30,1.0,Hassan,looking_away,0.36,1.0
30,1.0,Yasir,mobile_use,0.272,1.0
30,1.0,Hashim,looking_board,0.267,1.0
31,1.03,Haider,looking_board,0.78,1.0
31,1.03,Hassan,looking_away,0.506,1.0
31,1.03,Hashim,looking_board,0.37,1.0
31,1.03,Yasir,mobile_use,0.36,1.0
31,1.03,Hassan,looking_away,0.358,1.0
31,1.03,Asrar,writing,0.261,0.9
32,1.07,Haider,looking_board,0.786,1.1
32,1.07,Hassan,looking_away,0.556,1.1
32,1.07,Yasir,mobile_use,0.438,1.1
32,1.07,Hassan,looking_away,0.405,1.1
32,1.07,Hashim,looking_board,0.298,1.1
32,1.07,Asrar,writing,0.251,1.0
33,1.1,Haider,looking_board,0.792,1.1
33,1.1,Hassan,looking_away,0.613,1.1
33,1.1,Yasir,mobile_use,0.503,1.1
33,1.1,Hassan,looking_away,0.42,1.1
33,1.1,Hashim,looking_board,0.403,1.1
33,1.1,Yasir,mobile_use,0.312,1.1
33,1.1,Asrar,writing,0.307,1.0
34,1.13,Haider,looking_board,0.783,1.1
34,1.13,Hashim,looking_board,0.66,1.1
34,1.13,Hassan,looking_away,0.637,1.1
34,1.13,Yasir,mobile_use,0.499,1.1
34,1.13,Hassan,looking_away,0.498,1.1
34,1.13,Asrar,writing,0.355,1.0
34,1.13,Yasir,mobile_use,0.346,1.1
34,1.13,Hashim,looking_board,0.262,1.1
35,1.17,Haider,looking_board,0.763,1.2
35,1.17,Hashim,looking_board,0.756,1.2
35,1.17,Hassan,looking_away,0.638,1.2
35,1.17,Yasir,mobile_use,0.505,1.2
35,1.17,Hassan,looking_away,0.401,1.2
35,1.17,Asrar,writing,0.372,1.1
35,1.17,Yasir,mobile_use,0.366,1.2
35,1.17,Hashim,looking_board,0.295,1.2
36,1.2,Hashim,looking_board,0.801,1.2
36,1.2,Haider,looking_board,0.658,1.2
36,1.2,Hassan,looking_away,0.626,1.2
36,1.2,Yasir,mobile_use,0.573,1.2
36,1.2,Yasir,mobile_use,0.38,1.2
36,1.2,Hassan,looking_away,0.345,1.2
36,1.2,Asrar,writing,0.303,1.1
36,1.2,Hashim,looking_board,0.276,1.2
37,1.23,Hashim,looking_board,0.786,1.2
37,1.23,Haider,looking_board,0.69,1.2
37,1.23,Hassan,looking_away,0.64,1.2
37,1.23,Yasir,mobile_use,0.523,1.2
37,1.23,Hassan,looking_away,0.356,1.2
37,1.23,Muneeb,looking_away,0.341,1.2
37,1.23,Asrar,writing,0.308,1.1
37,1.23,Hashim,looking_board,0.283,1.2
38,1.27,Hashim,looking_board,0.799,1.3
38,1.27,Haider,looking_board,0.655,1.3
38,1.27,Hassan,looking_away,0.617,1.3
38,1.27,Yasir,mobile_use,0.492,1.3
38,1.27,Hassan,looking_away,0.428,1.3
38,1.27,Muneeb,looking_away,0.419,1.3
38,1.27,Asrar,writing,0.311,1.2
38,1.27,Yasir,mobile_use,0.293,1.3
38,1.27,Hashim,looking_board,0.271,1.3
39,1.3,Hashim,looking_board,0.811,1.3
39,1.3,Hassan,looking_away,0.608,1.3
39,1.3,Haider,looking_board,0.577,1.3
39,1.3,Hassan,looking_away,0.493,1.3
39,1.3,Yasir,mobile_use,0.48,1.3
39,1.3,Muneeb,looking_away,0.425,1.3
39,1.3,Asrar,writing,0.331,1.2
39,1.3,Yasir,mobile_use,0.301,1.3
39,1.3,Hashim,looking_board,0.275,1.3
40,1.33,Hashim,looking_board,0.836,1.3
40,1.33,Hassan,looking_away,0.606,1.3
40,1.33,Yasir,mobile_use,0.524,1.3
40,1.33,Haider,looking_board,0.516,1.3
40,1.33,Hassan,looking_away,0.5,1.3
40,1.33,Muneeb,looking_away,0.47,1.3
40,1.33,Hashim,looking_board,0.356,1.3
40,1.33,Asrar,writing,0.351,1.2
40,1.33,Yasir,mobile_use,0.289,1.3
41,1.37,Hashim,looking_board,0.826,1.4
41,1.37,Yasir,mobile_use,0.567,1.4
41,1.37,Haider,looking_board,0.561,1.4
41,1.37,Hassan,looking_away,0.561,1.4
41,1.37,Hassan,looking_away,0.497,1.4
41,1.37,Muneeb,looking_away,0.489,1.4
41,1.37,Hashim,looking_board,0.41,1.4
41,1.37,Asrar,writing,0.354,1.3
41,1.37,Yasir,mobile_use,0.302,1.4
42,1.4,Hashim,looking_board,0.841,1.4
42,1.4,Yasir,mobile_use,0.601,1.4
42,1.4,Hassan,looking_away,0.563,1.4
42,1.4,Muneeb,looking_away,0.525,1.4
42,1.4,Hassan,looking_away,0.505,1.4
42,1.4,Haider,looking_board,0.464,1.4
42,1.4,Hashim,looking_board,0.427,1.4
42,1.4,Asrar,writing,0.319,1.3
42,1.4,Yasir,mobile_use,0.282,1.4
43,1.43,Hashim,looking_board,0.824,1.4
43,1.43,Yasir,mobile_use,0.584,1.4
43,1.43,Hassan,looking_away,0.565,1.4
43,1.43,Muneeb,looking_away,0.496,1.4
43,1.43,Hassan,looking_away,0.464,1.4
43,1.43,Hashim,looking_board,0.439,1.4
43,1.43,Haider,looking_board,0.434,1.4
43,1.43,Asrar,writing,0.288,1.3
43,1.43,Yasir,mobile_use,0.267,1.4
44,1.47,Hashim,looking_board,0.772,1.5
44,1.47,Hassan,looking_away,0.63,1.5
44,1.47,Yasir,mobile_use,0.624,1.5
44,1.47,Muneeb,looking_away,0.48,1.5
44,1.47,Hassan,looking_away,0.463,1.5
44,1.47,Haider,looking_board,0.406,1.5
44,1.47,Hashim,looking_board,0.357,1.5
44,1.47,Asrar,writing,0.315,1.4
45,1.5,Hashim,looking_board,0.736,1.5
45,1.5,Yasir,mobile_use,0.605,1.5
45,1.5,Hassan,looking_away,0.595,1.5
45,1.5,Muneeb,looking_away,0.478,1.5
45,1.5,Hassan,looking_away,0.46,1.5
45,1.5,Asrar,writing,0.341,1.4
45,1.5,Haider,looking_board,0.322,1.5
45,1.5,Hashim,looking_board,0.319,1.5
46,1.53,Hashim,looking_board,0.746,1.5
46,1.53,Hassan,looking_away,0.676,1.5
46,1.53,Yasir,mobile_use,0.557,1.5
46,1.53,Muneeb,looking_away,0.448,1.5
46,1.53,Hassan,looking_away,0.391,1.5
46,1.53,Asrar,writing,0.357,1.4
46,1.53,Haider,looking_board,0.345,1.5
46,1.53,Hashim,looking_board,0.283,1.5
47,1.57,Hashim,looking_board,0.738,1.6
47,1.57,Hassan,looking_away,0.692,1.6
47,1.57,Yasir,mobile_use,0.589,1.6
47,1.57,Muneeb,looking_away,0.471,1.6
47,1.57,Haider,looking_board,0.467,1.6
47,1.57,Hassan,looking_away,0.401,1.6
47,1.57,Asrar,writing,0.346,1.5
48,1.6,Hashim,looking_board,0.753,1.6
48,1.6,Hassan,looking_away,0.667,1.6
48,1.6,Yasir,mobile_use,0.642,1.6
48,1.6,Haider,looking_board,0.466,1.6
48,1.6,Muneeb,looking_away,0.445,1.6
48,1.6,Hassan,looking_away,0.391,1.6
48,1.6,Asrar,writing,0.349,1.5
49,1.63,Hashim,looking_board,0.792,1.6
49,1.63,Hassan,looking_away,0.68,1.6
49,1.63,Yasir,mobile_use,0.555,1.6
49,1.63,Haider,looking_board,0.495,1.6
49,1.63,Muneeb,looking_away,0.477,1.6
49,1.63,Asrar,writing,0.385,1.5
49,1.63,Hassan,looking_away,0.349,1.6
50,1.67,Hashim,looking_board,0.775,1.7
50,1.67,Hassan,looking_away,0.701,1.7
50,1.67,Hashim,looking_board,0.641,1.7
50,1.67,Yasir,mobile_use,0.522,1.7
50,1.67,Muneeb,looking_away,0.506,1.7
50,1.67,Haider,looking_board,0.447,1.7
50,1.67,Asrar,writing,0.4,1.6
50,1.67,Hassan,looking_away,0.365,1.7
50,1.67,Yasir,mobile_use,0.316,1.7
51,1.7,Hashim,looking_board,0.73,1.7
51,1.7,Hashim,looking_board,0.675,1.7
51,1.7,Hassan,looking_away,0.648,1.7
51,1.7,Muneeb,looking_away,0.569,1.7
51,1.7,Haider,looking_board,0.526,1.7
51,1.7,Yasir,mobile_use,0.511,1.7
51,1.7,Yasir,mobile_use,0.37,1.7
51,1.7,Hassan,looking_away,0.368,1.7
51,1.7,Asrar,writing,0.334,1.6
52,1.73,Hashim,looking_board,0.74,1.7
52,1.73,Hashim,looking_board,0.723,1.7
52,1.73,Hassan,looking_away,0.716,1.7
52,1.73,Haider,looking_board,0.64,1.7
52,1.73,Muneeb,looking_away,0.512,1.7
52,1.73,Yasir,mobile_use,0.438,1.7
52,1.73,Yasir,mobile_use,0.354,1.7
52,1.73,Hassan,looking_away,0.339,1.7
52,1.73,Asrar,writing,0.326,1.6
53,1.77,Hassan,looking_away,0.708,1.8
53,1.77,Hashim,looking_board,0.704,1.8
53,1.77,Haider,looking_board,0.627,1.8
53,1.77,Hashim,looking_board,0.618,1.8
53,1.77,Muneeb,looking_away,0.506,1.8
53,1.77,Hassan,looking_away,0.392,1.8
53,1.77,Yasir,mobile_use,0.378,1.8
53,1.77,Yasir,mobile_use,0.365,1.8
53,1.77,Asrar,writing,0.253,1.7
54,1.8,Hassan,looking_away,0.749,1.8
54,1.8,Hashim,looking_board,0.675,1.8
54,1.8,Haider,looking_board,0.604,1.8
54,1.8,Hashim,mobile_use,0.553,1.7
54,1.8,Muneeb,looking_away,0.476,1.8
54,1.8,Yasir,mobile_use,0.43,1.8
54,1.8,Hassan,looking_away,0.365,1.8
54,1.8,Yasir,mobile_use,0.315,1.8
54,1.8,Asrar,writing,0.277,1.7
55,1.83,Hassan,looking_away,0.734,1.8
55,1.83,Haider,looking_board,0.659,1.8
55,1.83,Hashim,mobile_use,0.602,1.7
55,1.83,Hashim,mobile_use,0.541,1.7
55,1.83,Muneeb,looking_away,0.497,1.8
55,1.83,Hassan,looking_away,0.383,1.8
55,1.83,Yasir,mobile_use,0.364,1.8
55,1.83,Asrar,writing,0.284,1.7
56,1.87,Hassan,looking_away,0.745,1.9
56,1.87,Hashim,mobile_use,0.653,1.7
56,1.87,Haider,looking_board,0.617,1.9
56,1.87,Muneeb,looking_away,0.441,1.9
56,1.87,Yasir,mobile_use,0.432,1.9
56,1.87,Hassan,looking_away,0.351,1.9
56,1.87,Asrar,writing,0.325,1.8
57,1.9,Hassan,looking_away,0.759,1.9
57,1.9,Hashim,mobile_use,0.683,1.8
57,1.9,Muneeb,looking_away,0.565,1.9
57,1.9,Yasir,mobile_use,0.552,1.9
57,1.9,Haider,looking_board,0.512,1.9
57,1.9,Hassan,looking_away,0.344,1.9
57,1.9,Asrar,writing,0.323,1.8
58,1.93,Hassan,looking_away,0.744,1.9
58,1.93,Hashim,mobile_use,0.636,1.8
58,1.93,Yasir,mobile_use,0.503,1.9
58,1.93,Hashim,mobile_use,0.441,1.8
58,1.93,Hassan,looking_away,0.343,1.9
58,1.93,Haider,looking_board,0.334,1.9
58,1.93,Muneeb,looking_away,0.315,1.9
58,1.93,Asrar,writing,0.277,1.8
59,1.97,Hassan,looking_away,0.819,2.0
59,1.97,Hashim,mobile_use,0.682,1.8
59,1.97,Muneeb,looking_away,0.584,2.0
59,1.97,Yasir,mobile_use,0.532,2.0
59,1.97,Hashim,mobile_use,0.485,1.8
59,1.97,Hassan,looking_away,0.311,2.0
59,1.97,Asrar,writing,0.302,1.9
59,1.97,Haider,looking_board,0.271,2.0
60,2.0,Hassan,looking_away,0.861,2.0
60,2.0,Hashim,mobile_use,0.722,1.9
60,2.0,Yasir,mobile_use,0.631,2.0
60,2.0,Muneeb,looking_away,0.575,2.0
60,2.0,Asrar,writing,0.424,1.9
60,2.0,Hashim,mobile_use,0.374,1.9
60,2.0,Hassan,looking_away,0.268,2.0
60,2.0,Haider,looking_board,0.259,2.0
61,2.03,Hassan,looking_away,0.883,2.0
61,2.03,Hashim,mobile_use,0.804,1.9
61,2.03,Hashim,mobile_use,0.714,1.9
61,2.03,Yasir,mobile_use,0.639,2.0
61,2.03,Muneeb,looking_away,0.56,2.0
61,2.03,Asrar,writing,0.389,1.9
62,2.07,Hassan,reading,0.884,2.0
62,2.07,Hashim,mobile_use,0.732,1.9
62,2.07,Yasir,mobile_use,0.669,2.0
62,2.07,Muneeb,looking_away,0.588,2.0
62,2.07,Yasir,mobile_use,0.435,2.0
62,2.07,Asrar,writing,0.385,2.0
62,2.07,Hassan,reading,0.317,2.0
63,2.1,Hassan,reading,0.902,2.0
63,2.1,Hashim,mobile_use,0.779,2.0
63,2.1,Yasir,mobile_use,0.713,2.0
63,2.1,Yasir,mobile_use,0.392,2.0
63,2.1,Muneeb,looking_away,0.379,2.0
63,2.1,Asrar,writing,0.32,2.0
63,2.1,Hassan,reading,0.272,2.0
64,2.13,Hassan,reading,0.909,2.0
64,2.13,Hashim,mobile_use,0.781,2.0
64,2.13,Yasir,mobile_use,0.689,2.0
64,2.13,Hashim,mobile_use,0.44,2.0
64,2.13,Yasir,mobile_use,0.347,2.0
64,2.13,Muneeb,looking_away,0.317,2.0
64,2.13,Asrar,writing,0.288,2.0
65,2.17,Hassan,reading,0.927,2.0
65,2.17,Yasir,mobile_use,0.794,2.0
65,2.17,Hashim,mobile_use,0.77,2.0
65,2.17,Hashim,mobile_use,0.668,2.0
65,2.17,Muneeb,looking_away,0.425,2.0
65,2.17,Yasir,mobile_use,0.414,2.0
65,2.17,Asrar,writing,0.302,2.0
66,2.2,Hassan,reading,0.888,2.0
66,2.2,Hashim,reading,0.774,1.1
66,2.2,Yasir,mobile_use,0.742,2.0
66,2.2,Muneeb,looking_away,0.426,2.0
66,2.2,Yasir,mobile_use,0.373,2.0
66,2.2,Asrar,writing,0.272,2.0
66,2.2,Haider,looking_board,0.271,2.0
66,2.2,Hassan,reading,0.263,2.0
67,2.23,Hassan,reading,0.88,2.0
67,2.23,Yasir,mobile_use,0.796,2.0
67,2.23,Hashim,reading,0.775,1.1
67,2.23,Hashim,reading,0.664,1.1
67,2.23,Muneeb,looking_away,0.441,2.0
67,2.23,Yasir,mobile_use,0.397,2.0
67,2.23,Haider,looking_board,0.375,2.0
67,2.23,Asrar,writing,0.318,2.0
68,2.27,Hashim,reading,0.928,1.2
68,2.27,Hassan,reading,0.892,2.0
68,2.27,Yasir,mobile_use,0.818,2.0
68,2.27,Hashim,reading,0.804,1.2
68,2.27,Muneeb,looking_away,0.441,2.0
68,2.27,Yasir,mobile_use,0.399,2.0
68,2.27,Haider,looking_board,0.363,2.0
68,2.27,Asrar,writing,0.361,2.0
69,2.3,Hashim,reading,0.952,1.2
69,2.3,Hassan,reading,0.926,2.0
69,2.3,Yasir,mobile_use,0.896,2.0
69,2.3,Hashim,reading,0.82,1.2
69,2.3,Muneeb,looking_away,0.463,2.0
69,2.3,Asrar,writing,0.363,2.0
69,2.3,Haider,looking_board,0.306,2.0
70,2.33,Hassan,reading,0.934,2.0
70,2.33,Hashim,reading,0.907,1.2
70,2.33,Yasir,mobile_use,0.902,2.0
70,2.33,Hashim,reading,0.851,1.2
70,2.33,Muneeb,looking_away,0.511,2.0
70,2.33,Haider,looking_board,0.463,2.0
70,2.33,Unknown,looking_away,0.252,0.5
71,2.37,Yasir,mobile_use,0.911,1.5
71,2.37,Hashim,reading,0.897,1.3
71,2.37,Hassan,reading,0.892,2.0
71,2.37,Hashim,reading,0.83,1.3
71,2.37,Muneeb,looking_away,0.451,2.0
71,2.37,Haider,looking_board,0.39,2.0
71,2.37,Asrar,writing,0.254,2.0
72,2.4,Hashim,reading,0.926,1.3
72,2.4,Hassan,reading,0.87,2.0
72,2.4,Hashim,reading,0.811,1.3
72,2.4,Yasir,mobile_use,0.708,1.6
72,2.4,Haider,looking_board,0.422,2.0
72,2.4,Muneeb,looking_away,0.391,2.0
72,2.4,Hassan,reading,0.301,2.0
73,2.43,Hashim,reading,0.906,1.3
73,2.43,Hassan,reading,0.893,2.0
73,2.43,Hashim,reading,0.828,1.3
73,2.43,Yasir,mobile_use,0.78,1.6
73,2.43,Muneeb,looking_away,0.429,2.0
73,2.43,Haider,looking_board,0.394,2.0
73,2.43,Hassan,reading,0.314,2.0
74,2.47,Hassan,reading,0.899,2.0
74,2.47,Hashim,reading,0.829,1.4
74,2.47,Yasir,mobile_use,0.786,1.6
74,2.47,Hashim,reading,0.724,1.4
74,2.47,Haider,looking_board,0.419,2.0
74,2.47,Muneeb,looking_away,0.41,2.0
74,2.47,Hassan,reading,0.291,2.0
75,2.5,Hashim,reading,0.924,1.4
75,2.5,Hassan,reading,0.886,2.0
75,2.5,Hashim,reading,0.819,1.4
75,2.5,Yasir,mobile_use,0.795,1.7
75,2.5,Muneeb,looking_away,0.466,2.0
75,2.5,Haider,looking_board,0.366,2.0
75,2.5,Hassan,reading,0.26,2.0
76,2.53,Hashim,reading,0.947,1.4
76,2.53,Hassan,reading,0.873,2.0
76,2.53,Yasir,mobile_use,0.81,1.7
76,2.53,Hashim,reading,0.778,1.4
76,2.53,Muneeb,looking_away,0.419,2.0
76,2.53,Haider,looking_board,0.288,2.0
76,2.53,Hassan,reading,0.26,2.0
77,2.57,Hashim,reading,0.958,1.5
77,2.57,Hassan,reading,0.885,2.0
77,2.57,Yasir,mobile_use,0.816,1.7
77,2.57,Hashim,reading,0.52,1.5
77,2.57,Muneeb,looking_away,0.341,2.0
77,2.57,Hassan,reading,0.299,2.0
77,2.57,Haider,looking_board,0.27,2.0
78,2.6,Hashim,reading,0.963,1.5
78,2.6,Hassan,reading,0.858,1.8
78,2.6,Yasir,mobile_use,0.79,1.8
78,2.6,Hashim,reading,0.78,1.5
78,2.6,Muneeb,looking_away,0.337,1.4
78,2.6,Hassan,reading,0.307,1.8
78,2.6,Haider,looking_board,0.262,2.0
79,2.63,Hashim,reading,0.968,1.5
79,2.63,Hassan,reading,0.862,1.8
79,2.63,Yasir,mobile_use,0.808,1.8
79,2.63,Hashim,reading,0.767,1.5
79,2.63,Haider,looking_board,0.526,2.0
79,2.63,Hassan,reading,0.357,1.8
79,2.63,Muneeb,looking_away,0.344,1.4
80,2.67,Hashim,reading,0.968,1.6
80,2.67,Hassan,reading,0.885,1.9
80,2.67,Yasir,mobile_use,0.821,1.8
80,2.67,Hashim,reading,0.757,1.6
80,2.67,Haider,looking_board,0.749,2.0
80,2.67,Hassan,reading,0.425,1.9
80,2.67,Muneeb,looking_away,0.303,1.4
81,2.7,Hashim,reading,0.962,1.6
81,2.7,Haider,looking_board,0.877,2.0
81,2.7,Hassan,reading,0.875,1.9
81,2.7,Yasir,mobile_use,0.817,1.9
81,2.7,Hashim,reading,0.761,1.6
81,2.7,Hassan,reading,0.397,1.9
81,2.7,Muneeb,looking_away,0.315,1.5
82,2.73,Hashim,reading,0.965,1.6
82,2.73,Haider,looking_board,0.955,2.0
82,2.73,Hassan,reading,0.875,1.9
82,2.73,Yasir,mobile_use,0.864,1.9
82,2.73,Hashim,reading,0.726,1.6
82,2.73,Hassan,reading,0.452,1.9
82,2.73,Muneeb,looking_away,0.32,1.5
83,2.77,Hashim,reading,0.967,1.7
83,2.77,Haider,looking_board,0.958,2.0
83,2.77,Yasir,mobile_use,0.886,1.9
83,2.77,Hassan,reading,0.872,2.0
83,2.77,Hashim,reading,0.74,1.7
83,2.77,Hassan,reading,0.491,2.0
83,2.77,Muneeb,looking_away,0.309,1.5
84,2.8,Haider,looking_board,0.981,2.0
84,2.8,Hashim,reading,0.963,1.7
84,2.8,Yasir,mobile_use,0.897,2.0
84,2.8,Hassan,reading,0.859,2.0
84,2.8,Hashim,reading,0.723,1.7
84,2.8,Hassan,reading,0.397,2.0
84,2.8,Muneeb,looking_away,0.311,1.6
84,2.8,Muneeb,looking_away,0.309,1.6
85,2.83,Haider,looking_board,0.97,2.0
85,2.83,Hashim,reading,0.963,1.7
85,2.83,Yasir,mobile_use,0.958,2.0
85,2.83,Hassan,reading,0.868,1.9
85,2.83,Hashim,reading,0.718,1.7
85,2.83,Hassan,reading,0.343,1.9
85,2.83,Muneeb,looking_away,0.303,1.6
86,2.87,Haider,looking_board,0.972,2.0
86,2.87,Hashim,reading,0.965,1.8
86,2.87,Hassan,reading,0.854,1.9
86,2.87,Hashim,reading,0.701,1.8
86,2.87,Yasir,mobile_use,0.545,2.0
86,2.87,Muneeb,looking_away,0.315,1.6
86,2.87,Hassan,reading,0.313,1.9
87,2.9,Haider,looking_board,0.963,2.0
87,2.9,Yasir,mobile_use,0.954,2.0
87,2.9,Hashim,reading,0.952,1.8
87,2.9,Hassan,reading,0.833,1.9
87,2.9,Hashim,reading,0.729,1.8
87,2.9,Hassan,reading,0.344,1.9
87,2.9,Muneeb,looking_away,0.324,1.7
88,2.93,Haider,looking_board,0.967,2.0
88,2.93,Hashim,reading,0.953,1.8
88,2.93,Hassan,reading,0.82,2.0
88,2.93,Hashim,reading,0.733,1.8
88,2.93,Yasir,mobile_use,0.505,2.0
88,2.93,Hassan,reading,0.375,2.0
88,2.93,Muneeb,looking_away,0.348,1.7
89,2.97,Haider,looking_board,0.967,2.0
89,2.97,Yasir,looking_away,0.963,2.0
89,2.97,Hashim,reading,0.955,1.9
89,2.97,Hassan,reading,0.827,1.9
89,2.97,Hashim,reading,0.731,1.9
89,2.97,Hassan,reading,0.363,1.9
89,2.97,Muneeb,looking_away,0.34,1.7
90,3.0,Yasir,looking_away,0.956,2.0
90,3.0,Haider,looking_board,0.955,2.0
90,3.0,Hashim,reading,0.941,1.9
90,3.0,Hassan,reading,0.795,2.0
90,3.0,Hashim,reading,0.737,1.9
90,3.0,Muneeb,looking_away,0.382,1.8
90,3.0,Hassan,reading,0.328,2.0
91,3.03,Yasir,looking_away,0.958,1.4
91,3.03,Haider,looking_board,0.953,2.0
91,3.03,Hashim,reading,0.95,1.9
91,3.03,Hassan,reading,0.817,2.0
91,3.03,Hashim,reading,0.747,1.9
91,3.03,Muneeb,looking_away,0.398,1.8
